Person,Week,y,price
249.0,4.0,0,0.508
250.0,4.0,3,0.508
1.0,5.0,0,16.39
2.0,5.0,0,16.39
3.0,5.0,0,16.39
4.0,5.0,0,16.39
5.0,5.0,0,16.39
6.0,5.0,0,16.39
7.0,5.0,0,16.39
8.0,5.0,0,16.39
9.0,5.0,0,16.39
10.0,5.0,0,16.39
11.0,5.0,0,16.39
12.0,5.0,0,16.39
13.0,5.0,0,16.39
14.0,5.0,0,16.39
15.0,5.0,0,16.39
16.0,5.0,0,16.39
17.0,5.0,0,16.39
18.0,5.0,0,16.39
19.0,5.0,0,16.39
20.0,5.0,0,16.39
21.0,5.0,0,16.39
22.0,5.0,0,16.39
23.0,5.0,0,16.39
24.0,5.0,0,16.39
25.0,5.0,0,16.39
26.0,5.0,0,16.39
27.0,5.0,0,16.39
28.0,5.0,0,16.39
29.0,5.0,0,16.39
30.0,5.0,0,16.39
31.0,5.0,0,16.39
32.0,5.0,0,16.39
33.0,5.0,0,16.39
34.0,5.0,0,16.39
35.0,5.0,0,16.39
36.0,5.0,0,16.39
37.0,5.0,0,16.39
38.0,5.0,0,16.39
39.0,5.0,0,16.39
40.0,5.0,0,16.39
41.0,5.0,0,16.39
42.0,5.0,0,16.39
43.0,5.0,0,16.39
44.0,5.0,0,16.39
45.0,5.0,0,16.39
46.0,5.0,0,16.39
47.0,5.0,0,16.39
48.0,5.0,0,16.39
49.0,5.0,0,16.39
50.0,5.0,0,16.39
51.0,5.0,0,16.39
52.0,5.0,0,16.39
53.0,5.0,0,16.39
54.0,5.0,0,16.39
55.0,5.0,0,16.39
56.0,5.0,0,16.39
57.0,5.0,0,16.39
58.0,5.0,0,16.39
59.0,5.0,0,16.39
60.0,5.0,0,16.39
61.0,5.0,0,16.39
62.0,5.0,0,16.39
63.0,5.0,0,16.39
64.0,5.0,0,16.39
65.0,5.0,0,16.39
66.0,5.0,0,16.39
67.0,5.0,0,16.39
68.0,5.0,0,16.39
69.0,5.0,0,16.39
70.0,5.0,0,16.39
71.0,5.0,0,16.39
72.0,5.0,0,16.39
73.0,5.0,0,16.39
74.0,5.0,0,16.39
75.0,5.0,0,16.39
76.0,5.0,0,16.39
77.0,5.0,0,16.39
78.0,5.0,0,16.39
79.0,5.0,0,16.39
80.0,5.0,0,16.39
81.0,5.0,0,16.39
82.0,5.0,0,16.39
83.0,5.0,0,16.39
84.0,5.0,0,16.39
85.0,5.0,0,16.39
86.0,5.0,0,16.39
87.0,5.0,0,16.39
88.0,5.0,0,16.39
89.0,5.0,0,16.39
90.0,5.0,0,16.39
91.0,5.0,0,16.39
92.0,5.0,0,16.39
93.0,5.0,0,16.39
94.0,5.0,0,16.39
95.0,5.0,0,16.39
96.0,5.0,0,16.39
97.0,5.0,0,16.39
98.0,5.0,0,16.39
99.0,5.0,0,16.39
100.0,5.0,0,16.39
101.0,5.0,0,16.39
102.0,5.0,0,16.39
103.0,5.0,0,16.39
104.0,5.0,0,16.39
105.0,5.0,0,16.39
106.0,5.0,0,16.39
107.0,5.0,0,16.39
108.0,5.0,0,16.39
109.0,5.0,0,16.39
110.0,5.0,0,16.39
111.0,5.0,0,16.39
112.0,5.0,0,16.39
113.0,5.0,0,16.39
114.0,5.0,0,16.39
115.0,5.0,0,16.39
116.0,5.0,0,16.39
117.0,5.0,0,16.39
118.0,5.0,0,16.39
119.0,5.0,0,16.39
120.0,5.0,0,16.39
121.0,5.0,0,16.39
122.0,5.0,0,16.39
123.0,5.0,0,16.39
124.0,5.0,0,16.39
125.0,5.0,0,16.39
126.0,5.0,0,16.39
127.0,5.0,0,16.39
128.0,5.0,0,16.39
129.0,5.0,0,16.39
130.0,5.0,0,16.39
131.0,5.0,0,16.39
132.0,5.0,0,16.39
133.0,5.0,0,16.39
134.0,5.0,0,16.39
135.0,5.0,0,16.39
136.0,5.0,0,16.39
137.0,5.0,0,16.39
138.0,5.0,0,16.39
139.0,5.0,0,16.39
140.0,5.0,0,16.39
141.0,5.0,0,16.39
142.0,5.0,0,16.39
143.0,5.0,0,16.39
144.0,5.0,0,16.39
145.0,5.0,0,16.39
146.0,5.0,0,16.39
147.0,5.0,0,16.39
148.0,5.0,0,16.39
149.0,5.0,0,16.39
150.0,5.0,0,16.39
151.0,5.0,0,16.39
152.0,5.0,0,16.39
153.0,5.0,0,16.39
154.0,5.0,0,16.39
155.0,5.0,0,16.39
156.0,5.0,0,16.39
157.0,5.0,0,16.39
158.0,5.0,0,16.39
159.0,5.0,0,16.39
160.0,5.0,0,16.39
161.0,5.0,0,16.39
162.0,5.0,0,16.39
163.0,5.0,0,16.39
164.0,5.0,0,16.39
165.0,5.0,0,16.39
166.0,5.0,0,16.39
167.0,5.0,0,16.39
168.0,5.0,0,16.39
169.0,5.0,0,16.39
170.0,5.0,0,16.39
171.0,5.0,0,16.39
172.0,5.0,0,16.39
173.0,5.0,0,16.39
174.0,5.0,0,16.39
175.0,5.0,0,16.39
176.0,5.0,0,16.39
177.0,5.0,0,16.39
178.0,5.0,0,16.39
179.0,5.0,0,16.39
180.0,5.0,0,16.39
181.0,5.0,0,16.39
182.0,5.0,0,16.39
183.0,5.0,0,16.39
184.0,5.0,0,16.39
185.0,5.0,0,16.39
186.0,5.0,0,16.39
187.0,5.0,0,16.39
188.0,5.0,0,16.39
189.0,5.0,0,16.39
190.0,5.0,0,16.39
191.0,5.0,0,16.39
192.0,5.0,0,16.39
193.0,5.0,0,16.39
194.0,5.0,0,16.39
195.0,5.0,0,16.39
196.0,5.0,0,16.39
197.0,5.0,0,16.39
198.0,5.0,0,16.39
199.0,5.0,0,16.39
200.0,5.0,0,16.39
201.0,5.0,0,16.39
202.0,5.0,0,16.39
203.0,5.0,0,16.39
204.0,5.0,0,16.39
205.0,5.0,0,16.39
206.0,5.0,0,16.39
207.0,5.0,0,16.39
208.0,5.0,0,16.39
209.0,5.0,0,16.39
210.0,5.0,0,16.39
211.0,5.0,0,16.39
212.0,5.0,0,16.39
213.0,5.0,0,16.39
214.0,5.0,0,16.39
215.0,5.0,0,16.39
216.0,5.0,0,16.39
217.0,5.0,0,16.39
218.0,5.0,0,16.39
219.0,5.0,0,16.39
220.0,5.0,0,16.39
221.0,5.0,0,16.39
222.0,5.0,0,16.39
223.0,5.0,0,16.39
224.0,5.0,0,16.39
225.0,5.0,0,16.39
226.0,5.0,0,16.39
227.0,5.0,0,16.39
228.0,5.0,0,16.39
229.0,5.0,0,16.39
230.0,5.0,0,16.39
231.0,5.0,0,16.39
232.0,5.0,0,16.39
233.0,5.0,0,16.39
234.0,5.0,0,16.39
235.0,5.0,0,16.39
236.0,5.0,0,16.39
237.0,5.0,0,16.39
238.0,5.0,0,16.39
239.0,5.0,0,16.39
240.0,5.0,0,16.39
241.0,5.0,0,16.39
242.0,5.0,0,16.39
243.0,5.0,0,16.39
244.0,5.0,0,16.39
245.0,5.0,0,16.39
246.0,5.0,0,16.39
247.0,5.0,0,16.39
248.0,5.0,0,16.39
249.0,5.0,0,16.39
250.0,5.0,0,16.39
1.0,6.0,0,21.717
2.0,6.0,0,21.717
3.0,6.0,0,21.717
4.0,6.0,0,21.717
5.0,6.0,0,21.717
6.0,6.0,0,21.717
7.0,6.0,0,21.717
8.0,6.0,0,21.717
9.0,6.0,0,21.717
10.0,6.0,0,21.717
11.0,6.0,0,21.717
12.0,6.0,0,21.717
13.0,6.0,0,21.717
14.0,6.0,0,21.717
15.0,6.0,0,21.717
16.0,6.0,0,21.717
17.0,6.0,0,21.717
18.0,6.0,0,21.717
19.0,6.0,0,21.717
20.0,6.0,0,21.717
21.0,6.0,0,21.717
22.0,6.0,0,21.717
23.0,6.0,0,21.717
24.0,6.0,0,21.717
25.0,6.0,0,21.717
26.0,6.0,0,21.717
27.0,6.0,0,21.717
28.0,6.0,0,21.717
29.0,6.0,0,21.717
30.0,6.0,0,21.717
31.0,6.0,0,21.717
32.0,6.0,0,21.717
33.0,6.0,0,21.717
34.0,6.0,0,21.717
35.0,6.0,0,21.717
36.0,6.0,0,21.717
37.0,6.0,0,21.717
38.0,6.0,0,21.717
39.0,6.0,0,21.717
40.0,6.0,0,21.717
41.0,6.0,0,21.717
42.0,6.0,0,21.717
43.0,6.0,0,21.717
44.0,6.0,0,21.717
45.0,6.0,0,21.717
46.0,6.0,0,21.717
47.0,6.0,0,21.717
48.0,6.0,0,21.717
49.0,6.0,0,21.717
50.0,6.0,0,21.717
51.0,6.0,0,21.717
52.0,6.0,0,21.717
53.0,6.0,0,21.717
54.0,6.0,0,21.717
55.0,6.0,0,21.717
56.0,6.0,0,21.717
57.0,6.0,0,21.717
58.0,6.0,0,21.717
59.0,6.0,0,21.717
60.0,6.0,0,21.717
61.0,6.0,0,21.717
62.0,6.0,0,21.717
63.0,6.0,0,21.717
64.0,6.0,0,21.717
65.0,6.0,0,21.717
66.0,6.0,0,21.717
67.0,6.0,0,21.717
68.0,6.0,0,21.717
69.0,6.0,0,21.717
70.0,6.0,0,21.717
71.0,6.0,0,21.717
72.0,6.0,0,21.717
73.0,6.0,0,21.717
74.0,6.0,0,21.717
75.0,6.0,0,21.717
76.0,6.0,0,21.717
77.0,6.0,0,21.717
78.0,6.0,0,21.717
79.0,6.0,0,21.717
80.0,6.0,0,21.717
81.0,6.0,0,21.717
82.0,6.0,0,21.717
83.0,6.0,0,21.717
84.0,6.0,0,21.717
85.0,6.0,0,21.717
86.0,6.0,0,21.717
87.0,6.0,0,21.717
88.0,6.0,0,21.717
89.0,6.0,0,21.717
90.0,6.0,0,21.717
91.0,6.0,0,21.717
92.0,6.0,0,21.717
93.0,6.0,0,21.717
94.0,6.0,0,21.717
95.0,6.0,0,21.717
96.0,6.0,0,21.717
97.0,6.0,0,21.717
98.0,6.0,0,21.717
99.0,6.0,0,21.717
100.0,6.0,0,21.717
101.0,6.0,0,21.717
102.0,6.0,0,21.717
103.0,6.0,0,21.717
104.0,6.0,0,21.717
105.0,6.0,0,21.717
106.0,6.0,0,21.717
107.0,6.0,0,21.717
108.0,6.0,0,21.717
109.0,6.0,0,21.717
110.0,6.0,0,21.717
111.0,6.0,0,21.717
112.0,6.0,0,21.717
113.0,6.0,0,21.717
114.0,6.0,0,21.717
115.0,6.0,0,21.717
116.0,6.0,0,21.717
117.0,6.0,0,21.717
118.0,6.0,0,21.717
119.0,6.0,0,21.717
120.0,6.0,0,21.717
121.0,6.0,0,21.717
122.0,6.0,0,21.717
123.0,6.0,0,21.717
124.0,6.0,0,21.717
125.0,6.0,0,21.717
126.0,6.0,0,21.717
127.0,6.0,0,21.717
128.0,6.0,0,21.717
129.0,6.0,0,21.717
130.0,6.0,0,21.717
131.0,6.0,0,21.717
132.0,6.0,0,21.717
133.0,6.0,0,21.717
134.0,6.0,0,21.717
135.0,6.0,0,21.717
136.0,6.0,0,21.717
137.0,6.0,0,21.717
138.0,6.0,0,21.717
139.0,6.0,0,21.717
140.0,6.0,0,21.717
141.0,6.0,0,21.717
142.0,6.0,0,21.717
143.0,6.0,0,21.717
144.0,6.0,0,21.717
145.0,6.0,0,21.717
146.0,6.0,0,21.717
147.0,6.0,0,21.717
148.0,6.0,0,21.717
149.0,6.0,0,21.717
150.0,6.0,0,21.717
151.0,6.0,0,21.717
152.0,6.0,0,21.717
153.0,6.0,0,21.717
154.0,6.0,0,21.717
155.0,6.0,0,21.717
156.0,6.0,0,21.717
157.0,6.0,0,21.717
158.0,6.0,0,21.717
159.0,6.0,0,21.717
160.0,6.0,0,21.717
161.0,6.0,0,21.717
162.0,6.0,0,21.717
163.0,6.0,0,21.717
164.0,6.0,0,21.717
165.0,6.0,0,21.717
166.0,6.0,0,21.717
167.0,6.0,0,21.717
168.0,6.0,0,21.717
169.0,6.0,0,21.717
170.0,6.0,0,21.717
171.0,6.0,0,21.717
172.0,6.0,0,21.717
173.0,6.0,0,21.717
174.0,6.0,0,21.717
175.0,6.0,0,21.717
176.0,6.0,0,21.717
177.0,6.0,0,21.717
178.0,6.0,0,21.717
179.0,6.0,0,21.717
180.0,6.0,0,21.717
181.0,6.0,0,21.717
182.0,6.0,0,21.717
183.0,6.0,0,21.717
184.0,6.0,0,21.717
185.0,6.0,0,21.717
186.0,6.0,0,21.717
187.0,6.0,0,21.717
188.0,6.0,0,21.717
189.0,6.0,0,21.717
190.0,6.0,0,21.717
191.0,6.0,0,21.717
192.0,6.0,0,21.717
193.0,6.0,0,21.717
194.0,6.0,0,21.717
195.0,6.0,0,21.717
196.0,6.0,0,21.717
197.0,6.0,0,21.717
198.0,6.0,0,21.717
199.0,6.0,0,21.717
200.0,6.0,0,21.717
201.0,6.0,0,21.717
202.0,6.0,0,21.717
203.0,6.0,0,21.717
204.0,6.0,0,21.717
205.0,6.0,0,21.717
206.0,6.0,0,21.717
207.0,6.0,0,21.717
208.0,6.0,0,21.717
209.0,6.0,0,21.717
210.0,6.0,0,21.717
211.0,6.0,0,21.717
212.0,6.0,0,21.717
213.0,6.0,0,21.717
214.0,6.0,0,21.717
215.0,6.0,0,21.717
216.0,6.0,0,21.717
217.0,6.0,0,21.717
218.0,6.0,0,21.717
219.0,6.0,0,21.717
220.0,6.0,0,21.717
221.0,6.0,0,21.717
222.0,6.0,0,21.717
223.0,6.0,0,21.717
224.0,6.0,0,21.717
225.0,6.0,0,21.717
226.0,6.0,0,21.717
227.0,6.0,0,21.717
228.0,6.0,0,21.717
229.0,6.0,0,21.717
230.0,6.0,0,21.717
231.0,6.0,0,21.717
232.0,6.0,0,21.717
233.0,6.0,0,21.717
234.0,6.0,0,21.717
235.0,6.0,0,21.717
236.0,6.0,0,21.717
237.0,6.0,0,21.717
238.0,6.0,0,21.717
239.0,6.0,0,21.717
240.0,6.0,0,21.717
241.0,6.0,0,21.717
242.0,6.0,0,21.717
243.0,6.0,0,21.717
244.0,6.0,0,21.717
245.0,6.0,0,21.717
246.0,6.0,0,21.717
247.0,6.0,0,21.717
248.0,6.0,0,21.717
249.0,6.0,0,21.717
250.0,6.0,0,21.717
1.0,7.0,1,2.702
2.0,7.0,1,2.702
3.0,7.0,0,2.702
4.0,7.0,1,2.702
5.0,7.0,0,2.702
6.0,7.0,1,2.702
7.0,7.0,0,2.702
8.0,7.0,0,2.702
9.0,7.0,0,2.702
10.0,7.0,0,2.702
11.0,7.0,0,2.702
12.0,7.0,1,2.702
13.0,7.0,0,2.702
14.0,7.0,0,2.702
15.0,7.0,0,2.702
16.0,7.0,0,2.702
17.0,7.0,0,2.702
18.0,7.0,0,2.702
19.0,7.0,0,2.702
20.0,7.0,1,2.702
21.0,7.0,0,2.702
22.0,7.0,1,2.702
23.0,7.0,2,2.702
24.0,7.0,0,2.702
25.0,7.0,0,2.702
26.0,7.0,0,2.702
27.0,7.0,0,2.702
28.0,7.0,0,2.702
29.0,7.0,1,2.702
30.0,7.0,1,2.702
31.0,7.0,1,2.702
32.0,7.0,0,2.702
33.0,7.0,0,2.702
34.0,7.0,0,2.702
35.0,7.0,1,2.702
36.0,7.0,0,2.702
37.0,7.0,0,2.702
38.0,7.0,0,2.702
39.0,7.0,0,2.702
40.0,7.0,0,2.702
41.0,7.0,1,2.702
42.0,7.0,1,2.702
43.0,7.0,0,2.702
44.0,7.0,0,2.702
45.0,7.0,1,2.702
46.0,7.0,0,2.702
47.0,7.0,0,2.702
48.0,7.0,1,2.702
49.0,7.0,1,2.702
50.0,7.0,1,2.702
51.0,7.0,1,2.702
52.0,7.0,0,2.702
53.0,7.0,0,2.702
54.0,7.0,0,2.702
55.0,7.0,1,2.702
56.0,7.0,0,2.702
57.0,7.0,0,2.702
58.0,7.0,0,2.702
59.0,7.0,0,2.702
60.0,7.0,1,2.702
61.0,7.0,0,2.702
62.0,7.0,1,2.702
63.0,7.0,0,2.702
64.0,7.0,0,2.702
65.0,7.0,0,2.702
66.0,7.0,0,2.702
67.0,7.0,0,2.702
68.0,7.0,1,2.702
69.0,7.0,1,2.702
70.0,7.0,0,2.702
71.0,7.0,0,2.702
72.0,7.0,0,2.702
73.0,7.0,1,2.702
74.0,7.0,0,2.702
75.0,7.0,0,2.702
76.0,7.0,0,2.702
77.0,7.0,1,2.702
78.0,7.0,1,2.702
79.0,7.0,0,2.702
80.0,7.0,0,2.702
81.0,7.0,0,2.702
82.0,7.0,0,2.702
83.0,7.0,0,2.702
84.0,7.0,1,2.702
85.0,7.0,0,2.702
86.0,7.0,0,2.702
87.0,7.0,0,2.702
88.0,7.0,0,2.702
89.0,7.0,0,2.702
90.0,7.0,2,2.702
91.0,7.0,0,2.702
92.0,7.0,0,2.702
93.0,7.0,0,2.702
94.0,7.0,1,2.702
95.0,7.0,1,2.702
96.0,7.0,0,2.702
97.0,7.0,0,2.702
98.0,7.0,0,2.702
99.0,7.0,0,2.702
100.0,7.0,2,2.702
101.0,7.0,0,2.702
102.0,7.0,0,2.702
103.0,7.0,0,2.702
104.0,7.0,0,2.702
105.0,7.0,1,2.702
106.0,7.0,0,2.702
107.0,7.0,0,2.702
108.0,7.0,1,2.702
109.0,7.0,2,2.702
110.0,7.0,0,2.702
111.0,7.0,0,2.702
112.0,7.0,0,2.702
113.0,7.0,0,2.702
114.0,7.0,1,2.702
115.0,7.0,0,2.702
116.0,7.0,2,2.702
117.0,7.0,1,2.702
118.0,7.0,1,2.702
119.0,7.0,0,2.702
120.0,7.0,0,2.702
121.0,7.0,0,2.702
122.0,7.0,1,2.702
123.0,7.0,0,2.702
124.0,7.0,0,2.702
125.0,7.0,0,2.702
126.0,7.0,0,2.702
127.0,7.0,1,2.702
128.0,7.0,1,2.702
129.0,7.0,1,2.702
130.0,7.0,1,2.702
131.0,7.0,0,2.702
132.0,7.0,0,2.702
133.0,7.0,0,2.702
134.0,7.0,0,2.702
135.0,7.0,0,2.702
136.0,7.0,0,2.702
137.0,7.0,0,2.702
138.0,7.0,0,2.702
139.0,7.0,0,2.702
140.0,7.0,0,2.702
141.0,7.0,0,2.702
142.0,7.0,0,2.702
143.0,7.0,1,2.702
144.0,7.0,0,2.702
145.0,7.0,0,2.702
146.0,7.0,1,2.702
147.0,7.0,0,2.702
148.0,7.0,0,2.702
149.0,7.0,0,2.702
150.0,7.0,1,2.702
151.0,7.0,0,2.702
152.0,7.0,1,2.702
153.0,7.0,0,2.702
154.0,7.0,0,2.702
155.0,7.0,0,2.702
156.0,7.0,0,2.702
157.0,7.0,0,2.702
158.0,7.0,0,2.702
159.0,7.0,2,2.702
160.0,7.0,0,2.702
161.0,7.0,0,2.702
162.0,7.0,1,2.702
163.0,7.0,0,2.702
164.0,7.0,1,2.702
165.0,7.0,0,2.702
166.0,7.0,0,2.702
167.0,7.0,0,2.702
168.0,7.0,0,2.702
169.0,7.0,0,2.702
170.0,7.0,0,2.702
171.0,7.0,3,2.702
172.0,7.0,0,2.702
173.0,7.0,0,2.702
174.0,7.0,1,2.702
175.0,7.0,0,2.702
176.0,7.0,1,2.702
177.0,7.0,2,2.702
178.0,7.0,0,2.702
179.0,7.0,0,2.702
180.0,7.0,0,2.702
181.0,7.0,1,2.702
182.0,7.0,0,2.702
183.0,7.0,0,2.702
184.0,7.0,0,2.702
185.0,7.0,2,2.702
186.0,7.0,1,2.702
187.0,7.0,0,2.702
188.0,7.0,0,2.702
189.0,7.0,0,2.702
190.0,7.0,1,2.702
191.0,7.0,0,2.702
192.0,7.0,0,2.702
193.0,7.0,0,2.702
194.0,7.0,0,2.702
195.0,7.0,2,2.702
196.0,7.0,0,2.702
197.0,7.0,0,2.702
198.0,7.0,1,2.702
199.0,7.0,0,2.702
200.0,7.0,0,2.702
201.0,7.0,0,2.702
202.0,7.0,0,2.702
203.0,7.0,0,2.702
204.0,7.0,0,2.702
205.0,7.0,0,2.702
206.0,7.0,0,2.702
207.0,7.0,1,2.702
208.0,7.0,0,2.702
209.0,7.0,0,2.702
210.0,7.0,1,2.702
211.0,7.0,0,2.702
212.0,7.0,0,2.702
213.0,7.0,0,2.702
214.0,7.0,0,2.702
215.0,7.0,0,2.702
216.0,7.0,0,2.702
217.0,7.0,2,2.702
218.0,7.0,0,2.702
219.0,7.0,0,2.702
220.0,7.0,0,2.702
221.0,7.0,1,2.702
222.0,7.0,0,2.702
223.0,7.0,1,2.702
224.0,7.0,0,2.702
225.0,7.0,0,2.702
226.0,7.0,1,2.702
227.0,7.0,0,2.702
228.0,7.0,0,2.702
229.0,7.0,0,2.702
230.0,7.0,0,2.702
231.0,7.0,0,2.702
232.0,7.0,0,2.702
233.0,7.0,0,2.702
234.0,7.0,1,2.702
235.0,7.0,0,2.702
236.0,7.0,0,2.702
237.0,7.0,0,2.702
238.0,7.0,0,2.702
239.0,7.0,1,2.702
240.0,7.0,2,2.702
241.0,7.0,0,2.702
242.0,7.0,0,2.702
243.0,7.0,1,2.702
244.0,7.0,0,2.702
245.0,7.0,0,2.702
246.0,7.0,0,2.702
247.0,7.0,0,2.702
248.0,7.0,0,2.702
249.0,7.0,0,2.702
250.0,7.0,1,2.702
1.0,8.0,0,0.542
2.0,8.0,1,0.542
3.0,8.0,0,0.542
4.0,8.0,2,0.542
5.0,8.0,0,0.542
6.0,8.0,3,0.542
7.0,8.0,1,0.542
8.0,8.0,2,0.542
9.0,8.0,0,0.542
10.0,8.0,5,0.542
11.0,8.0,2,0.542
12.0,8.0,0,0.542
13.0,8.0,3,0.542
14.0,8.0,0,0.542
15.0,8.0,0,0.542
16.0,8.0,1,0.542
17.0,8.0,3,0.542
18.0,8.0,0,0.542
19.0,8.0,0,0.542
20.0,8.0,0,0.542
21.0,8.0,1,0.542
22.0,8.0,1,0.542
23.0,8.0,0,0.542
24.0,8.0,2,0.542
25.0,8.0,2,0.542
26.0,8.0,1,0.542
27.0,8.0,0,0.542
28.0,8.0,2,0.542
29.0,8.0,1,0.542
30.0,8.0,1,0.542
31.0,8.0,1,0.542
32.0,8.0,6,0.542
33.0,8.0,3,0.542
34.0,8.0,1,0.542
35.0,8.0,1,0.542
36.0,8.0,1,0.542
37.0,8.0,0,0.542
38.0,8.0,3,0.542
39.0,8.0,1,0.542
40.0,8.0,0,0.542
41.0,8.0,1,0.542
42.0,8.0,0,0.542
43.0,8.0,0,0.542
44.0,8.0,2,0.542
45.0,8.0,3,0.542
46.0,8.0,1,0.542
47.0,8.0,1,0.542
48.0,8.0,1,0.542
49.0,8.0,0,0.542
50.0,8.0,0,0.542
51.0,8.0,1,0.542
52.0,8.0,1,0.542
53.0,8.0,1,0.542
54.0,8.0,0,0.542
55.0,8.0,1,0.542
56.0,8.0,3,0.542
57.0,8.0,2,0.542
58.0,8.0,1,0.542
59.0,8.0,1,0.542
60.0,8.0,1,0.542
61.0,8.0,0,0.542
62.0,8.0,2,0.542
63.0,8.0,0,0.542
64.0,8.0,0,0.542
65.0,8.0,1,0.542
66.0,8.0,2,0.542
67.0,8.0,5,0.542
68.0,8.0,2,0.542
69.0,8.0,1,0.542
70.0,8.0,0,0.542
71.0,8.0,4,0.542
72.0,8.0,3,0.542
73.0,8.0,0,0.542
74.0,8.0,0,0.542
75.0,8.0,1,0.542
76.0,8.0,1,0.542
77.0,8.0,1,0.542
78.0,8.0,0,0.542
79.0,8.0,1,0.542
80.0,8.0,0,0.542
81.0,8.0,0,0.542
82.0,8.0,0,0.542
83.0,8.0,2,0.542
84.0,8.0,3,0.542
85.0,8.0,1,0.542
86.0,8.0,2,0.542
87.0,8.0,3,0.542
88.0,8.0,6,0.542
89.0,8.0,2,0.542
90.0,8.0,1,0.542
91.0,8.0,1,0.542
92.0,8.0,1,0.542
93.0,8.0,0,0.542
94.0,8.0,2,0.542
95.0,8.0,3,0.542
96.0,8.0,4,0.542
97.0,8.0,1,0.542
98.0,8.0,2,0.542
99.0,8.0,0,0.542
100.0,8.0,2,0.542
101.0,8.0,3,0.542
102.0,8.0,1,0.542
103.0,8.0,1,0.542
104.0,8.0,0,0.542
105.0,8.0,1,0.542
106.0,8.0,1,0.542
107.0,8.0,3,0.542
108.0,8.0,1,0.542
109.0,8.0,3,0.542
110.0,8.0,4,0.542
111.0,8.0,2,0.542
112.0,8.0,0,0.542
113.0,8.0,0,0.542
114.0,8.0,1,0.542
115.0,8.0,1,0.542
116.0,8.0,1,0.542
117.0,8.0,0,0.542
118.0,8.0,1,0.542
119.0,8.0,0,0.542
120.0,8.0,1,0.542
121.0,8.0,1,0.542
122.0,8.0,1,0.542
123.0,8.0,1,0.542
124.0,8.0,2,0.542
125.0,8.0,0,0.542
126.0,8.0,0,0.542
127.0,8.0,1,0.542
128.0,8.0,0,0.542
129.0,8.0,2,0.542
130.0,8.0,0,0.542
131.0,8.0,0,0.542
132.0,8.0,1,0.542
133.0,8.0,3,0.542
134.0,8.0,1,0.542
135.0,8.0,2,0.542
136.0,8.0,2,0.542
137.0,8.0,1,0.542
138.0,8.0,2,0.542
139.0,8.0,0,0.542
140.0,8.0,0,0.542
141.0,8.0,2,0.542
142.0,8.0,1,0.542
143.0,8.0,2,0.542
144.0,8.0,3,0.542
145.0,8.0,1,0.542
146.0,8.0,0,0.542
147.0,8.0,0,0.542
148.0,8.0,1,0.542
149.0,8.0,0,0.542
150.0,8.0,2,0.542
151.0,8.0,2,0.542
152.0,8.0,0,0.542
153.0,8.0,1,0.542
154.0,8.0,3,0.542
155.0,8.0,0,0.542
156.0,8.0,1,0.542
157.0,8.0,1,0.542
158.0,8.0,4,0.542
159.0,8.0,0,0.542
160.0,8.0,2,0.542
161.0,8.0,1,0.542
162.0,8.0,3,0.542
163.0,8.0,1,0.542
164.0,8.0,1,0.542
165.0,8.0,1,0.542
166.0,8.0,5,0.542
167.0,8.0,1,0.542
168.0,8.0,2,0.542
169.0,8.0,4,0.542
170.0,8.0,0,0.542
171.0,8.0,1,0.542
172.0,8.0,0,0.542
173.0,8.0,0,0.542
174.0,8.0,4,0.542
175.0,8.0,0,0.542
176.0,8.0,4,0.542
177.0,8.0,1,0.542
178.0,8.0,0,0.542
179.0,8.0,1,0.542
180.0,8.0,0,0.542
181.0,8.0,0,0.542
182.0,8.0,3,0.542
183.0,8.0,1,0.542
184.0,8.0,3,0.542
185.0,8.0,3,0.542
186.0,8.0,0,0.542
187.0,8.0,1,0.542
188.0,8.0,0,0.542
189.0,8.0,0,0.542
190.0,8.0,0,0.542
191.0,8.0,4,0.542
192.0,8.0,2,0.542
193.0,8.0,2,0.542
194.0,8.0,1,0.542
195.0,8.0,2,0.542
196.0,8.0,0,0.542
197.0,8.0,4,0.542
198.0,8.0,2,0.542
199.0,8.0,1,0.542
200.0,8.0,0,0.542
201.0,8.0,0,0.542
202.0,8.0,1,0.542
203.0,8.0,0,0.542
204.0,8.0,1,0.542
205.0,8.0,0,0.542
206.0,8.0,1,0.542
207.0,8.0,0,0.542
208.0,8.0,4,0.542
209.0,8.0,2,0.542
210.0,8.0,0,0.542
211.0,8.0,2,0.542
212.0,8.0,4,0.542
213.0,8.0,0,0.542
214.0,8.0,0,0.542
215.0,8.0,1,0.542
216.0,8.0,1,0.542
217.0,8.0,1,0.542
218.0,8.0,1,0.542
219.0,8.0,1,0.542
220.0,8.0,1,0.542
221.0,8.0,1,0.542
222.0,8.0,5,0.542
223.0,8.0,2,0.542
224.0,8.0,1,0.542
225.0,8.0,1,0.542
226.0,8.0,0,0.542
227.0,8.0,1,0.542
228.0,8.0,4,0.542
229.0,8.0,1,0.542
230.0,8.0,0,0.542
231.0,8.0,0,0.542
232.0,8.0,0,0.542
233.0,8.0,1,0.542
234.0,8.0,1,0.542
235.0,8.0,0,0.542
236.0,8.0,0,0.542
237.0,8.0,3,0.542
238.0,8.0,1,0.542
239.0,8.0,2,0.542
240.0,8.0,0,0.542
241.0,8.0,1,0.542
242.0,8.0,1,0.542
243.0,8.0,0,0.542
244.0,8.0,0,0.542
245.0,8.0,0,0.542
246.0,8.0,4,0.542
247.0,8.0,0,0.542
